일자,종목명,클러스터,관리여부,종가,EPS,PER,BPS,PBR,주당배당금,배당수익률
2016년 1월,동화약품,1 ,0 ,8140 ,177 ,46 ,8225 ,1 ,80 ,1 
2016년 1월,KR모터스,0 ,0 ,1305 ,0 ,0 ,385 ,3 ,0 ,0 
2016년 1월,경방,0 ,0 ,180000 ,4190 ,43 ,236250 ,1 ,500 ,0 
2016년 1월,메리츠화재,1 ,0 ,15900 ,1131 ,14 ,13190 ,1 ,380 ,2 
2016년 1월,삼양홀딩스,0 ,0 ,151500 ,327 ,463 ,148290 ,1 ,1500 ,1 
2016년 1월,하이트진로,0 ,0 ,22800 ,295 ,77 ,18628 ,1 ,1000 ,4 
2016년 1월,유한양행,0 ,0 ,272000 ,8788 ,31 ,112029 ,2 ,1750 ,1 
2016년 1월,CJ대한통운,0 ,0 ,185000 ,2510 ,74 ,98141 ,2 ,0 ,0 
2016년 1월,하이트진로홀딩스,0 ,0 ,12900 ,0 ,0 ,20245 ,1 ,450 ,3 
2016년 1월,두산,1 ,0 ,82600 ,3129 ,26 ,108349 ,1 ,4000 ,5 
2016년 1월,성창기업지주,0 ,0 ,32450 ,0 ,0 ,42511 ,1 ,0 ,0 
2016년 1월,대림산업,1 ,0 ,64400 ,0 ,0 ,109537 ,1 ,100 ,0 
2016년 1월,유유제약,0 ,0 ,13350 ,0 ,0 ,10659 ,1 ,180 ,1 
2016년 1월,노루홀딩스,0 ,0 ,23600 ,2283 ,10 ,20859 ,1 ,400 ,2 
2016년 1월,한화손해보험,0 ,0 ,7750 ,142 ,55 ,6558 ,1 ,0 ,0 
2016년 1월,롯데손해보험,0 ,0 ,2985 ,33 ,90 ,3876 ,1 ,0 ,0 
2016년 1월,대원강업,0 ,0 ,4820 ,200 ,24 ,6698 ,1 ,120 ,2 
2016년 1월,조선내화,0 ,0 ,83400 ,12897 ,6 ,136969 ,1 ,4000 ,5 
2016년 1월,대동공업,0 ,0 ,9130 ,237 ,39 ,9488 ,1 ,60 ,1 
2016년 1월,가온전선,1 ,0 ,20300 ,0 ,0 ,63147 ,0 ,600 ,3 
2016년 1월,삼일제약,2 ,0 ,7300 ,0 ,0 ,10075 ,1 ,200 ,3 
2016년 1월,흥국화재,1 ,0 ,4100 ,499 ,8 ,6163 ,1 ,0 ,0 
2016년 1월,CS홀딩스,0 ,0 ,79000 ,6412 ,12 ,165649 ,0 ,0 ,0 
2016년 1월,동아쏘시오홀딩스,0 ,0 ,169000 ,397 ,426 ,104036 ,2 ,1000 ,1 
2016년 1월,천일고속,1 ,0 ,71000 ,3370 ,21 ,32366 ,2 ,0 ,0 
2016년 1월,SK하이닉스,2 ,0 ,30150 ,5842 ,5 ,24775 ,1 ,300 ,1 
2016년 1월,영풍,0 ,0 ,1064000 ,74468 ,14 ,1329356 ,1 ,7500 ,1 
2016년 1월,LS네트웍스,0 ,0 ,3600 ,7 ,514 ,9761 ,0 ,10 ,0 
2016년 1월,유수홀딩스,0 ,0 ,7510 ,0 ,0 ,7336 ,1 ,0 ,0 
2016년 1월,현대건설,1 ,0 ,27650 ,3768 ,7 ,48844 ,1 ,500 ,2 
2016년 1월,이화산업,0 ,0 ,17700 ,2560 ,7 ,39123 ,0 ,0 ,0 
2016년 1월,화천기공,0 ,0 ,53800 ,9700 ,6 ,113144 ,0 ,1500 ,3 
2016년 1월,한화,0 ,0 ,39300 ,0 ,0 ,57774 ,1 ,500 ,1 
2016년 1월,보해양조,0 ,0 ,1910 ,74 ,26 ,965 ,2 ,0 ,0 
2016년 1월,유니온,1 ,0 ,4360 ,254 ,17 ,8351 ,1 ,70 ,2 
2016년 1월,전방,0 ,0 ,59600 ,0 ,0 ,102101 ,1 ,0 ,0 
2016년 1월,페이퍼코리아,0 ,0 ,730 ,0 ,0 ,1245 ,1 ,0 ,0 
2016년 1월,CJ,0 ,0 ,244000 ,7375 ,33 ,108643 ,2 ,950 ,0 
2016년 1월,JW중외제약,1 ,0 ,36350 ,40 ,909 ,12840 ,3 ,125 ,0 
2016년 1월,대한방직,1 ,0 ,63600 ,0 ,0 ,161631 ,0 ,0 ,0 
2016년 1월,만호제강,0 ,0 ,17400 ,2238 ,8 ,54084 ,0 ,1000 ,6 
2016년 1월,LG상사,0 ,0 ,33750 ,0 ,0 ,36809 ,1 ,300 ,1 
2016년 1월,대한제분,0 ,0 ,176000 ,21885 ,8 ,368193 ,0 ,2500 ,1 
2016년 1월,국보,1 ,0 ,19550 ,0 ,0 ,21983 ,1 ,50 ,0 
2016년 1월,금호전기,0 ,0 ,12900 ,0 ,0 ,24735 ,1 ,0 ,0 
2016년 1월,동국제강,1 ,0 ,5410 ,0 ,0 ,24728 ,0 ,0 ,0 
2016년 1월,GS글로벌,0 ,0 ,5350 ,320 ,17 ,11121 ,0 ,125 ,2 
2016년 1월,남광토건,2 ,관리종목,4330 ,0 ,0 ,0 ,0 ,0 ,0 
2016년 1월,부국증권,1 ,0 ,15650 ,1791 ,9 ,29700 ,1 ,1000 ,6 
2016년 1월,백광산업,1 ,0 ,1935 ,0 ,0 ,3677 ,1 ,0 ,0 
2016년 1월,삼성제약,0 ,0 ,9180 ,0 ,0 ,1019 ,9 ,0 ,0 
2016년 1월,KG케미칼,1 ,0 ,15150 ,1275 ,12 ,18227 ,1 ,350 ,2 
2016년 1월,태원물산,1 ,0 ,3825 ,111 ,34 ,4129 ,1 ,80 ,2 
2016년 1월,세아베스틸,0 ,0 ,27700 ,3475 ,8 ,41936 ,1 ,1000 ,4 
2016년 1월,대한전선,0 ,관리종목,2210 ,0 ,0 ,299 ,7 ,0 ,0 
2016년 1월,현대해상,0 ,0 ,34200 ,2922 ,12 ,26536 ,1 ,750 ,2 
2016년 1월,BYC,0 ,0 ,445000 ,30221 ,15 ,434980 ,1 ,800 ,0 
2016년 1월,삼부토건,0 ,관리종목,3970 ,0 ,0 ,56745 ,0 ,0 ,0 
2016년 1월,SK증권,0 ,0 ,1120 ,11 ,102 ,1187 ,1 ,0 ,0 
2016년 1월,동양,0 ,관리종목,2780 ,3410 ,1 ,1581 ,2 ,0 ,0 
2016년 1월,조비,1 ,0 ,12800 ,0 ,0 ,7243 ,2 ,0 ,0 
2016년 1월,제일연마,0 ,0 ,7860 ,867 ,9 ,6550 ,1 ,200 ,3 
2016년 1월,금양,1 ,0 ,1855 ,0 ,0 ,1110 ,2 ,60 ,3 
2016년 1월,종근당홀딩스,0 ,0 ,106500 ,2820 ,38 ,43396 ,2 ,700 ,1 
2016년 1월,대상,0 ,0 ,32050 ,2562 ,13 ,21042 ,2 ,300 ,1 
2016년 1월,신영증권,1 ,0 ,50100 ,9728 ,5 ,107813 ,0 ,2000 ,4 
2016년 1월,SK네트웍스,1 ,0 ,5380 ,127 ,42 ,10172 ,1 ,100 ,2 
2016년 1월,한양증권,1 ,0 ,7000 ,478 ,15 ,19600 ,0 ,350 ,5 
2016년 1월,신화실업,1 ,0 ,21000 ,416 ,50 ,31128 ,1 ,200 ,1 
2016년 1월,알루코,0 ,0 ,6840 ,166 ,41 ,2381 ,3 ,0 ,0 
2016년 1월,대한제당,1 ,0 ,20100 ,760 ,26 ,46511 ,0 ,550 ,3 
2016년 1월,KISCO홀딩스,0 ,0 ,61000 ,1665 ,37 ,177506 ,0 ,900 ,1 
2016년 1월,코오롱,0 ,0 ,75500 ,795 ,95 ,48642 ,2 ,500 ,1 
2016년 1월,아세아,1 ,0 ,100500 ,16909 ,6 ,280514 ,0 ,1500 ,1 
2016년 1월,경농,1 ,0 ,5020 ,435 ,12 ,7443 ,1 ,220 ,4 
2016년 1월,고려산업,1 ,0 ,2010 ,375 ,5 ,3033 ,1 ,45 ,2 
2016년 1월,도화엔지니어링,1 ,0 ,4295 ,92 ,47 ,6343 ,1 ,100 ,2 
2016년 1월,삼양통상,1 ,0 ,47500 ,3405 ,14 ,74181 ,1 ,750 ,2 
2016년 1월,동성제약,2 ,0 ,4930 ,0 ,0 ,2555 ,2 ,0 ,0 
2016년 1월,한일철강,1 ,0 ,17800 ,0 ,0 ,78981 ,0 ,150 ,1 
2016년 1월,고려제강,0 ,0 ,36150 ,16590 ,2 ,92274 ,0 ,350 ,1 
2016년 1월,롯데푸드,0 ,0 ,924000 ,43723 ,21 ,607536 ,2 ,2500 ,0 
2016년 1월,아세아제지,1 ,0 ,17050 ,2081 ,8 ,53845 ,0 ,450 ,3 
2016년 1월,한진,0 ,0 ,44850 ,3686 ,12 ,64702 ,1 ,400 ,1 
2016년 1월,넥센타이어,0 ,0 ,12050 ,1273 ,9 ,9017 ,1 ,75 ,1 
2016년 1월,SH에너지화학,0 ,0 ,1410 ,147 ,10 ,741 ,2 ,45 ,3 
2016년 1월,한독,0 ,0 ,28600 ,121 ,236 ,24438 ,1 ,150 ,1 
2016년 1월,범양건영,0 ,0 ,13350 ,0 ,0 ,4684 ,3 ,0 ,0 
2016년 1월,세기상사,1 ,0 ,46750 ,0 ,0 ,65848 ,1 ,0 ,0 
2016년 1월,삼익악기,0 ,0 ,3430 ,128 ,27 ,2525 ,1 ,50 ,1 
2016년 1월,화성산업,1 ,0 ,11650 ,1976 ,6 ,21358 ,1 ,400 ,3 
2016년 1월,조흥,1 ,0 ,160000 ,8792 ,18 ,169429 ,1 ,2500 ,2 
2016년 1월,오리엔트바이오,0 ,0 ,1265 ,0 ,0 ,536 ,2 ,0 ,0 
2016년 1월,동일제강,0 ,0 ,3100 ,632 ,5 ,11038 ,0 ,0 ,0 
2016년 1월,국제약품,1 ,0 ,3715 ,0 ,0 ,3201 ,1 ,10 ,0 
2016년 1월,보락,2 ,0 ,3790 ,174 ,22 ,3434 ,1 ,70 ,2 
2016년 1월,진흥기업,0 ,0 ,2370 ,0 ,0 ,882 ,3 ,0 ,0 
2016년 1월,삼영무역,0 ,0 ,23650 ,1342 ,18 ,14855 ,2 ,200 ,1 
2016년 1월,선창산업,0 ,0 ,11600 ,0 ,0 ,21643 ,1 ,150 ,1 
2016년 1월,미원상사,1 ,0 ,181500 ,11324 ,16 ,143724 ,1 ,0 ,0 
2016년 1월,신풍제지,1 ,0 ,7820 ,0 ,0 ,17004 ,0 ,500 ,6 
2016년 1월,대유에이텍,0 ,0 ,2085 ,124 ,17 ,1173 ,2 ,50 ,2 
2016년 1월,유성기업,0 ,0 ,4070 ,651 ,6 ,9469 ,0 ,130 ,3 
2016년 1월,한국쉘석유,0 ,0 ,461500 ,20711 ,22 ,69679 ,7 ,19000 ,4 
2016년 1월,금호산업,0 ,0 ,13800 ,3341 ,4 ,8770 ,2 ,0 ,0 
2016년 1월,부광약품,1 ,0 ,24650 ,737 ,33 ,6165 ,4 ,500 ,2 
2016년 1월,혜인,1 ,0 ,3080 ,128 ,24 ,8177 ,0 ,50 ,2 
2016년 1월,코오롱글로벌,0 ,0 ,13800 ,449 ,31 ,22947 ,1 ,0 ,0 
2016년 1월,성보화학,0 ,0 ,58300 ,2310 ,25 ,45407 ,1 ,2000 ,3 
2016년 1월,대웅,1 ,0 ,55000 ,2794 ,20 ,37011 ,1 ,500 ,1 
2016년 1월,일성신약,0 ,0 ,113500 ,3002 ,38 ,123565 ,1 ,500 ,0 
2016년 1월,디아이,0 ,0 ,6300 ,105 ,60 ,3609 ,2 ,75 ,1 
2016년 1월,일신방직,0 ,0 ,151500 ,10042 ,15 ,271145 ,1 ,1750 ,1 
2016년 1월,대원제약,1 ,0 ,17250 ,925 ,19 ,7801 ,2 ,143 ,1 
2016년 1월,삼양식품,2 ,0 ,26550 ,539 ,49 ,21780 ,1 ,100 ,0 
2016년 1월,태광산업,1 ,0 ,1063000 ,87491 ,12 ,2229492 ,0 ,1250 ,0 
2016년 1월,흥아해운,0 ,0 ,1820 ,220 ,8 ,1976 ,1 ,9 ,0 
2016년 1월,한국화장품제조,1 ,0 ,32950 ,2154 ,15 ,7311 ,5 ,0 ,0 
2016년 1월,유화증권,0 ,0 ,14800 ,678 ,22 ,31429 ,0 ,450 ,3 
2016년 1월,유안타증권,0 ,0 ,3505 ,0 ,0 ,4388 ,1 ,0 ,0 
2016년 1월,한진중공업홀딩스,0 ,0 ,5920 ,0 ,0 ,30426 ,0 ,200 ,3 
2016년 1월,대한항공,1 ,0 ,27000 ,0 ,0 ,33223 ,1 ,0 ,0 
2016년 1월,영진약품,2 ,0 ,2080 ,5 ,416 ,567 ,4 ,0 ,0 
2016년 1월,한화투자증권,0 ,0 ,3790 ,121 ,31 ,8708 ,0 ,70 ,2 
2016년 1월,대신증권,0 ,0 ,11300 ,574 ,20 ,18932 ,1 ,250 ,2 
2016년 1월,LG,1 ,0 ,69300 ,4804 ,14 ,69664 ,1 ,1000 ,1 
2016년 1월,S&T중공업,0 ,0 ,13650 ,85 ,161 ,20149 ,1 ,100 ,1 
2016년 1월,방림,0 ,0 ,26300 ,828 ,32 ,40893 ,1 ,250 ,1 
2016년 1월,한성기업,0 ,0 ,9370 ,0 ,0 ,9360 ,1 ,0 ,0 
2016년 1월,코리안리,0 ,0 ,13500 ,1023 ,13 ,15278 ,1 ,225 ,2 
2016년 1월,진양산업,1 ,0 ,2975 ,234 ,13 ,2555 ,1 ,150 ,5 
2016년 1월,대한화섬,1 ,0 ,98100 ,0 ,0 ,310949 ,0 ,0 ,0 
2016년 1월,보령제약,1 ,0 ,56100 ,2647 ,21 ,22070 ,3 ,200 ,0 
2016년 1월,남양유업,0 ,0 ,735000 ,0 ,0 ,929253 ,1 ,1000 ,0 
2016년 1월,사조대림,1 ,0 ,17850 ,1048 ,17 ,24345 ,1 ,200 ,1 
2016년 1월,현대제철,0 ,0 ,48850 ,6600 ,7 ,116893 ,0 ,750 ,2 
2016년 1월,SG세계물산,0 ,0 ,1190 ,0 ,0 ,984 ,1 ,0 ,0 
2016년 1월,신흥,1 ,0 ,9640 ,708 ,14 ,8618 ,1 ,200 ,2 
2016년 1월,동방,0 ,0 ,2475 ,0 ,0 ,4608 ,1 ,10 ,0 
2016년 1월,한솔홀딩스,0 ,0 ,6820 ,0 ,0 ,8559 ,1 ,0 ,0 
2016년 1월,신세계,1 ,0 ,221000 ,15922 ,14 ,265687 ,1 ,1150 ,1 
2016년 1월,남성,1 ,0 ,2025 ,0 ,0 ,2019 ,1 ,25 ,1 
2016년 1월,현대약품,1 ,0 ,3640 ,63 ,58 ,3739 ,1 ,45 ,1 
2016년 1월,세방,0 ,0 ,16000 ,1672 ,10 ,29220 ,1 ,150 ,1 
2016년 1월,농심,0 ,0 ,441000 ,11241 ,39 ,252302 ,2 ,4000 ,1 
2016년 1월,삼익THK,1 ,0 ,8500 ,852 ,10 ,6624 ,1 ,300 ,4 
2016년 1월,송원산업,1 ,0 ,13850 ,0 ,0 ,11897 ,1 ,60 ,0 
2016년 1월,삼화왕관,1 ,0 ,43400 ,4245 ,10 ,53396 ,1 ,1250 ,3 
2016년 1월,세방전지,0 ,0 ,39850 ,4406 ,9 ,49929 ,1 ,300 ,1 
2016년 1월,깨끗한나라,0 ,0 ,5060 ,92 ,55 ,5515 ,1 ,0 ,0 
2016년 1월,현대비앤지스틸,1 ,0 ,9450 ,1951 ,5 ,21240 ,0 ,100 ,1 
2016년 1월,삼천리,0 ,0 ,101000 ,4630 ,22 ,290704 ,0 ,2000 ,2 
2016년 1월,조광피혁,0 ,0 ,39700 ,2184 ,18 ,25626 ,2 ,0 ,0 
2016년 1월,한솔테크닉스,0 ,0 ,27750 ,0 ,0 ,9556 ,3 ,0 ,0 
2016년 1월,우리들제약,1 ,0 ,6680 ,0 ,0 ,2478 ,3 ,0 ,0 
2016년 1월,써니전자,0 ,0 ,7090 ,0 ,0 ,977 ,7 ,0 ,0 
2016년 1월,효성,1 ,0 ,117500 ,8093 ,15 ,79506 ,1 ,2000 ,2 
2016년 1월,덕성,0 ,0 ,8660 ,48 ,180 ,3671 ,2 ,45 ,1 
2016년 1월,DRB동일,0 ,0 ,12750 ,2261 ,6 ,14251 ,1 ,60 ,0 
2016년 1월,티웨이홀딩스,1 ,0 ,7350 ,456 ,16 ,2492 ,3 ,0 ,0 
2016년 1월,동일산업,1 ,0 ,55700 ,4905 ,11 ,130247 ,0 ,1000 ,2 
2016년 1월,조광페인트,0 ,0 ,13350 ,1596 ,8 ,11739 ,1 ,200 ,2 
2016년 1월,씨아이테크,0 ,0 ,970 ,0 ,0 ,760 ,1 ,0 ,0 
2016년 1월,한신공영,0 ,0 ,18800 ,0 ,0 ,17988 ,1 ,0 ,0 
2016년 1월,신라교역,0 ,0 ,15600 ,994 ,16 ,26551 ,1 ,300 ,2 
2016년 1월,성신양회,0 ,0 ,8960 ,366 ,24 ,13983 ,1 ,0 ,0 
2016년 1월,휴스틸,0 ,0 ,15100 ,2174 ,7 ,57438 ,0 ,700 ,5 
2016년 1월,부산주공,0 ,0 ,1460 ,71 ,21 ,3060 ,0 ,15 ,1 
2016년 1월,코스모신소재,2 ,0 ,2530 ,0 ,0 ,5023 ,1 ,0 ,0 
2016년 1월,삼광글라스,0 ,0 ,94700 ,4478 ,21 ,53301 ,2 ,750 ,1 
2016년 1월,한창,0 ,0 ,5330 ,70 ,76 ,710 ,8 ,15 ,0 
2016년 1월,빙그레,0 ,0 ,66600 ,4282 ,16 ,49132 ,1 ,1250 ,2 
2016년 1월,동성화학,0 ,0 ,30100 ,411 ,73 ,15220 ,2 ,250 ,1 
2016년 1월,녹십자홀딩스,0 ,0 ,41300 ,1259 ,33 ,14224 ,3 ,300 ,1 
2016년 1월,국동,0 ,0 ,9990 ,2011 ,5 ,6099 ,2 ,0 ,0 
2016년 1월,모나미,0 ,0 ,4300 ,186 ,23 ,3517 ,1 ,45 ,1 
2016년 1월,신성통상,0 ,0 ,1430 ,47 ,30 ,1468 ,1 ,0 ,0 
2016년 1월,코스모화학,2 ,0 ,5140 ,0 ,0 ,17405 ,0 ,0 ,0 
2016년 1월,한국공항,1 ,0 ,28600 ,9159 ,3 ,83932 ,0 ,500 ,2 
2016년 1월,현대그린푸드,0 ,0 ,23350 ,1118 ,21 ,14091 ,2 ,60 ,0 
2016년 1월,삼진제약,1 ,0 ,22550 ,1664 ,14 ,9068 ,2 ,500 ,2 
2016년 1월,파미셀,2 ,0 ,4125 ,0 ,0 ,1584 ,3 ,0 ,0 
2016년 1월,넥센,0 ,0 ,77900 ,15324 ,5 ,120697 ,1 ,550 ,1 
2016년 1월,신영와코루,0 ,0 ,150000 ,0 ,0 ,0 ,0 ,0 ,0 
2016년 1월,풍산홀딩스,0 ,0 ,40000 ,6824 ,6 ,69820 ,1 ,1200 ,3 
2016년 1월,원림,0 ,0 ,21150 ,2152 ,10 ,35599 ,1 ,350 ,2 
2016년 1월,에스엘,1 ,0 ,16950 ,2782 ,6 ,21825 ,1 ,200 ,1 
2016년 1월,대한해운,1 ,0 ,18900 ,2958 ,6 ,20199 ,1 ,0 ,0 
2016년 1월,삼성전자,1 ,0 ,1205000 ,153105 ,8 ,953266 ,1 ,20000 ,2 
2016년 1월,NH투자증권,1 ,0 ,9590 ,388 ,25 ,14550 ,1 ,160 ,2 
2016년 1월,이수화학,1 ,0 ,10200 ,0 ,0 ,21868 ,0 ,100 ,1 
2016년 1월,동부건설,0 ,관리종목,9100 ,0 ,0 ,4570 ,2 ,0 ,0 
2016년 1월,동원산업,0 ,0 ,261500 ,18034 ,15 ,205268 ,1 ,2000 ,1 
2016년 1월,사조오양,0 ,0 ,13800 ,0 ,0 ,16952 ,1 ,0 ,0 
2016년 1월,삼아알미늄,1 ,0 ,3230 ,80 ,40 ,9886 ,0 ,75 ,2 
2016년 1월,한국전자홀딩스,0 ,0 ,993 ,36 ,28 ,3336 ,0 ,0 ,0 
2016년 1월,제주은행,0 ,0 ,9950 ,626 ,16 ,13805 ,1 ,100 ,1 
2016년 1월,LS,1 ,0 ,39300 ,1620 ,24 ,74691 ,1 ,1250 ,3 
2016년 1월,녹십자,0 ,0 ,186500 ,7260 ,26 ,76384 ,2 ,1250 ,1 
2016년 1월,대원전선,0 ,0 ,2340 ,20 ,117 ,1063 ,2 ,0 ,0 
2016년 1월,GS건설,1 ,0 ,19150 ,0 ,0 ,46070 ,0 ,0 ,0 
2016년 1월,대구백화점,0 ,0 ,14600 ,341 ,43 ,47247 ,0 ,600 ,4 
2016년 1월,카프로,1 ,0 ,2580 ,0 ,0 ,7037 ,0 ,0 ,0 
2016년 1월,삼성SDI,1 ,0 ,112500 ,0 ,0 ,164621 ,1 ,1000 ,1 
2016년 1월,인스코비,2 ,0 ,1500 ,0 ,0 ,351 ,4 ,0 ,0 
2016년 1월,대림통상,0 ,0 ,4925 ,0 ,0 ,8292 ,1 ,150 ,3 
2016년 1월,대한유화,1 ,0 ,177500 ,10318 ,17 ,128637 ,1 ,1500 ,1 
2016년 1월,삼성공조,0 ,0 ,10400 ,1286 ,8 ,22478 ,0 ,80 ,1 
2016년 1월,영풍제지,1 ,0 ,2995 ,83 ,36 ,44787 ,0 ,200 ,7 
2016년 1월,AK홀딩스,0 ,0 ,60100 ,5549 ,11 ,42221 ,1 ,350 ,1 
2016년 1월,신송홀딩스,0 ,0 ,9060 ,294 ,31 ,13469 ,1 ,80 ,1 
2016년 1월,우성사료,0 ,0 ,4120 ,159 ,26 ,5645 ,1 ,50 ,1 
2016년 1월,GS리테일,0 ,0 ,51900 ,1445 ,36 ,21838 ,2 ,600 ,1 
2016년 1월,일신석재,1 ,0 ,1210 ,0 ,0 ,714 ,2 ,0 ,0 
2016년 1월,미래아이앤지,0 ,0 ,2800 ,0 ,0 ,707 ,4 ,0 ,0 
2016년 1월,사조산업,0 ,0 ,67000 ,4601 ,15 ,56890 ,1 ,0 ,0 
2016년 1월,벽산,0 ,0 ,8080 ,330 ,24 ,2770 ,3 ,68 ,1 
2016년 1월,한국특수형강,1 ,관리종목,1210 ,0 ,0 ,8849 ,0 ,25 ,2 
2016년 1월,오뚜기,0 ,0 ,1255000 ,27767 ,45 ,237829 ,5 ,4000 ,0 
2016년 1월,일양약품,0 ,0 ,48000 ,233 ,206 ,10026 ,5 ,100 ,0 
2016년 1월,동방아그로,1 ,0 ,6400 ,653 ,10 ,8779 ,1 ,200 ,3 
2016년 1월,선도전기,1 ,0 ,2620 ,87 ,30 ,4264 ,1 ,10 ,0 
2016년 1월,이수페타시스,0 ,0 ,4500 ,240 ,19 ,4793 ,1 ,80 ,2 
2016년 1월,국도화학,0 ,0 ,56800 ,3495 ,16 ,63683 ,1 ,1000 ,2 
2016년 1월,F&F,2 ,0 ,16050 ,908 ,18 ,12307 ,1 ,150 ,1 
2016년 1월,코리아써키트,0 ,0 ,10650 ,6 ,1775 ,13119 ,1 ,100 ,1 
2016년 1월,서연,0 ,0 ,12400 ,23262 ,1 ,19105 ,1 ,150 ,1 
2016년 1월,태평양물산,0 ,0 ,3960 ,16 ,248 ,4226 ,1 ,25 ,1 
2016년 1월,대동전자,0 ,0 ,5040 ,0 ,0 ,14592 ,0 ,350 ,7 
2016년 1월,이건산업,0 ,0 ,12300 ,1328 ,9 ,16896 ,1 ,150 ,1 
2016년 1월,NI스틸,1 ,0 ,2615 ,186 ,14 ,2552 ,1 ,50 ,2 
2016년 1월,남선알미늄,1 ,0 ,1250 ,159 ,8 ,792 ,2 ,0 ,0 
2016년 1월,문배철강,1 ,0 ,2435 ,141 ,17 ,4073 ,1 ,50 ,2 
2016년 1월,서흥,0 ,0 ,41750 ,1846 ,23 ,18410 ,2 ,250 ,1 
2016년 1월,일정실업,0 ,0 ,29200 ,2516 ,12 ,43324 ,1 ,1250 ,4 
2016년 1월,윌비스,0 ,0 ,2060 ,55 ,37 ,2269 ,1 ,20 ,1 
2016년 1월,아남전자,1 ,0 ,1430 ,0 ,0 ,892 ,2 ,0 ,0 
2016년 1월,율촌화학,1 ,0 ,11450 ,365 ,31 ,12665 ,1 ,500 ,4 
2016년 1월,호텔신라,1 ,0 ,78100 ,1866 ,42 ,18249 ,4 ,350 ,0 
2016년 1월,금비,1 ,0 ,58700 ,971 ,60 ,79035 ,1 ,1000 ,2 
2016년 1월,한미사이언스,0 ,0 ,130500 ,380 ,343 ,7505 ,17 ,0 ,0 
2016년 1월,동양철관,1 ,0 ,1310 ,0 ,0 ,1062 ,1 ,0 ,0 
2016년 1월,경인전자,1 ,0 ,18800 ,0 ,0 ,36589 ,1 ,350 ,2 
2016년 1월,삼성전기,1 ,0 ,60300 ,6481 ,9 ,58677 ,1 ,750 ,1 
2016년 1월,SIMPAC,0 ,0 ,5460 ,530 ,10 ,7518 ,1 ,80 ,1 
2016년 1월,한솔로지스틱스,0 ,0 ,3360 ,18 ,187 ,1931 ,2 ,20 ,1 
2016년 1월,대양금속,1 ,관리종목,585 ,0 ,0 ,78 ,8 ,0 ,0 
2016년 1월,무림페이퍼,0 ,0 ,2950 ,0 ,0 ,8920 ,0 ,0 ,0 
2016년 1월,한샘,0 ,0 ,228000 ,4793 ,48 ,14357 ,16 ,850 ,0 
2016년 1월,신원,1 ,0 ,1840 ,62 ,30 ,2797 ,1 ,0 ,0 
2016년 1월,광동제약,0 ,0 ,11000 ,869 ,13 ,5967 ,2 ,80 ,1 
2016년 1월,참엔지니어링,1 ,0 ,1430 ,0 ,0 ,1942 ,1 ,0 ,0 
2016년 1월,대우부품,1 ,0 ,1310 ,9 ,146 ,641 ,2 ,0 ,0 
2016년 1월,태영건설,2 ,0 ,5190 ,0 ,0 ,10525 ,0 ,0 ,0 
2016년 1월,한올바이오파마,1 ,0 ,13750 ,0 ,0 ,1096 ,13 ,0 ,0 
2016년 1월,KC그린홀딩스,0 ,0 ,8760 ,111 ,79 ,6479 ,1 ,50 ,1 
2016년 1월,경동나비엔,1 ,0 ,29950 ,727 ,41 ,14753 ,2 ,100 ,0 
2016년 1월,한창제지,1 ,0 ,1400 ,39 ,36 ,659 ,2 ,0 ,0 
2016년 1월,삼화전기,2 ,0 ,5260 ,0 ,0 ,3652 ,1 ,50 ,1 
2016년 1월,무림P&P,1 ,0 ,4775 ,0 ,0 ,8769 ,1 ,175 ,4 
2016년 1월,모토닉,0 ,0 ,10600 ,743 ,14 ,11374 ,1 ,250 ,2 
2016년 1월,삼정펄프,0 ,0 ,36300 ,2626 ,14 ,62556 ,1 ,1000 ,3 
2016년 1월,영원무역홀딩스,0 ,0 ,67400 ,7407 ,9 ,49794 ,1 ,500 ,1 
2016년 1월,한국내화,1 ,0 ,3025 ,337 ,9 ,4344 ,1 ,50 ,2 
2016년 1월,우리종금,1 ,0 ,580 ,5 ,116 ,141 ,4 ,0 ,0 
2016년 1월,OCI,1 ,0 ,72700 ,0 ,0 ,116845 ,1 ,200 ,0 
2016년 1월,고려아연,0 ,0 ,457000 ,28362 ,16 ,245570 ,2 ,6500 ,1 
2016년 1월,삼성중공업,0 ,0 ,10850 ,693 ,16 ,23973 ,0 ,250 ,2 
2016년 1월,지코,0 ,0 ,810 ,0 ,0 ,582 ,1 ,0 ,0 
2016년 1월,현대미포조선,1 ,0 ,50200 ,0 ,0 ,89863 ,1 ,0 ,0 
2016년 1월,화천기계,0 ,0 ,25850 ,3493 ,7 ,57424 ,0 ,900 ,3 
2016년 1월,화신,0 ,0 ,6190 ,1329 ,5 ,10764 ,1 ,100 ,2 
2016년 1월,평화홀딩스,1 ,0 ,3490 ,0 ,0 ,9419 ,0 ,100 ,3 
2016년 1월,아이에스동서,0 ,0 ,41700 ,1914 ,22 ,16721 ,2 ,400 ,1 
2016년 1월,퍼스텍,0 ,0 ,5220 ,30 ,174 ,1387 ,4 ,25 ,0 
2016년 1월,S-Oil,1 ,0 ,78000 ,0 ,0 ,42100 ,2 ,150 ,0 
2016년 1월,삼호개발,1 ,0 ,3455 ,155 ,22 ,4860 ,1 ,100 ,3 
2016년 1월,진원생명과학,0 ,0 ,10500 ,0 ,0 ,2230 ,5 ,0 ,0 
