,클러스터,PBR_기준,투자기간,결과
997,1,12,850,0.28195837941879187
998,1,13,850,0.28195837941879187
999,1,14,850,0.28195837941879187
1000,1,15,850,0.28195837941879187
1001,1,16,850,0.28195837941879187
1002,1,17,850,0.28195837941879187
1003,1,18,850,0.28195837941879187
1004,1,19,850,0.28195837941879187
1005,1,5,880,0.10351201478743069
1006,1,6,880,0.10351201478743069
1007,1,7,880,0.10351201478743069
1008,1,8,880,0.10351201478743069
1009,1,9,880,0.10351201478743069
1010,1,10,880,0.10351201478743069
1011,1,11,880,0.1389651888882785
1012,1,12,880,0.1389651888882785
1013,1,13,880,0.1389651888882785
1014,1,14,880,0.1389651888882785
1015,1,15,880,0.1389651888882785
1016,1,16,880,0.1389651888882785
1017,1,17,880,0.1389651888882785
1018,1,18,880,0.1389651888882785
1019,1,19,880,0.1389651888882785
1020,1,5,910,0.12217194570135746
1021,1,6,910,0.12217194570135746
1022,1,7,910,0.12217194570135746
1023,1,8,910,0.12217194570135746
1024,1,9,910,0.12217194570135746
1025,1,10,910,0.12217194570135746
1026,1,11,910,0.17628143903215537
1027,1,12,910,0.17628143903215537
1028,1,13,910,0.17628143903215537
1029,1,14,910,0.17628143903215537
1030,1,15,910,0.17628143903215537
1031,1,16,910,0.17628143903215537
1032,1,17,910,0.17628143903215537
1033,1,18,910,0.17628143903215537
1034,1,19,910,0.17628143903215537
1035,1,5,940,0.09580838323353294
1036,1,6,940,0.09580838323353294
1037,1,7,940,0.09580838323353294
1038,1,8,940,0.09580838323353294
1039,1,9,940,0.09580838323353294
1040,1,10,940,0.09580838323353294
1041,1,11,940,0.14926005497878247
1042,1,12,940,0.14926005497878247
1043,1,13,940,0.14926005497878247
1044,1,14,940,0.14926005497878247
1045,1,15,940,0.14926005497878247
1046,1,16,940,0.14926005497878247
1047,1,17,940,0.14926005497878247
1048,1,18,940,0.14926005497878247
1049,1,19,940,0.14926005497878247
1050,1,5,970,0.07013574660633484
1051,1,6,970,0.07013574660633484
1052,1,7,970,0.07013574660633484
1053,1,8,970,0.07013574660633484
1054,1,9,970,0.07013574660633484
1055,1,10,970,0.07013574660633484
1056,1,11,970,0.15601743907502635
1057,1,12,970,0.15601743907502635
1058,1,13,970,0.15601743907502635
1059,1,14,970,0.15601743907502635
1060,1,15,970,0.15601743907502635
1061,1,16,970,0.15601743907502635
1062,1,17,970,0.15601743907502635
1063,1,18,970,0.15601743907502635
1064,1,19,970,0.15601743907502635
1065,1,5,1000,0.06914893617021277
1066,1,6,1000,0.06914893617021277
1067,1,7,1000,0.06914893617021277
1068,1,8,1000,0.06914893617021277
1069,1,9,1000,0.06914893617021277
1070,1,10,1000,0.06914893617021277
1071,1,11,1000,0.12757282901279543
1072,1,12,1000,0.12757282901279543
1073,1,13,1000,0.12757282901279543
1074,1,14,1000,0.12757282901279543
1075,1,15,1000,0.12757282901279543
1076,1,16,1000,0.12757282901279543
1077,1,17,1000,0.12757282901279543
1078,1,18,1000,0.12757282901279543
1079,1,19,1000,0.12757282901279543
1080,1,5,1030,-0.31136363636363634
1081,1,6,1030,-0.31136363636363634
1082,1,7,1030,-0.31136363636363634
1083,1,8,1030,-0.31136363636363634
1084,1,9,1030,-0.31136363636363634
1085,1,10,1030,-0.31136363636363634
1086,1,11,1030,-0.2133079594017094
1087,1,12,1030,-0.2133079594017094
1088,1,13,1030,-0.2133079594017094
1089,1,14,1030,-0.2133079594017094
1090,1,15,1030,-0.2133079594017094
1091,1,16,1030,-0.2133079594017094
1092,1,17,1030,-0.2133079594017094
1093,1,18,1030,-0.2133079594017094
1094,1,19,1030,-0.2133079594017094
1095,1,5,1060,-0.0641399416909621
1096,1,6,1060,-0.0641399416909621
1097,1,7,1060,-0.0641399416909621
1098,1,8,1060,-0.0641399416909621
1099,1,9,1060,-0.0641399416909621
1100,1,10,1060,-0.0641399416909621
1101,1,11,1060,-0.006319888178913738
1102,1,12,1060,-0.006319888178913738
1103,1,13,1060,-0.006319888178913738
1104,1,14,1060,-0.006319888178913738
1105,1,15,1060,-0.006319888178913738
1106,1,16,1060,-0.006319888178913738
1107,1,17,1060,-0.006319888178913738
1108,1,18,1060,-0.006319888178913738
1109,1,19,1060,-0.006319888178913738
1110,1,5,1090,-0.01078167115902965
1111,1,6,1090,-0.01078167115902965
1112,1,7,1090,-0.01078167115902965
1113,1,8,1090,-0.01078167115902965
1114,1,9,1090,-0.01078167115902965
1115,1,10,1090,-0.01078167115902965
